,,,,,,,,
timestamp,user_id,username,ip_address,password_strength,login_status,user_agent,country,session_id
2025-12-06 17:35:28,user_7373,user651@example.com,65.240.154.203,weak,success,Mozilla/5.0,RU,sess_853746
2025-11-12 19:47:28,user_8977,user663@example.com,95.207.111.117,weak,success,Mozilla/5.0,CN,sess_858527
2025-11-28 07:13:28,user_2969,user879@example.com,49.220.219.196,medium,success,Mozilla/5.0,RU,sess_438719
2025-12-06 21:09:28,user_8081,user904@example.com,191.160.237.236,medium,success,Mozilla/5.0,US,sess_838003
2025-12-03 11:52:28,user_6358,user612@example.com,69.255.26.218,weak,success,Mozilla/5.0,RU,sess_704875
2025-12-01 17:42:28,user_8267,user386@example.com,150.211.210.238,weak,success,Mozilla/5.0,CN,sess_954480
2025-11-09 08:46:28,user_2446,user107@example.com,11.222.59.252,strong,success,Mozilla/5.0,RU,sess_332545
2025-11-21 17:59:28,user_7277,user382@example.com,8.84.254.57,strong,success,Mozilla/5.0,RU,sess_840519
2025-11-15 14:02:28,user_4904,user633@example.com,132.9.101.46,medium,success,Mozilla/5.0,CN,sess_181475
2025-11-08 23:32:28,user_2962,user169@example.com,144.6.99.171,medium,success,Mozilla/5.0,IN,sess_935288
2025-11-27 03:29:28,user_3206,user773@example.com,102.203.254.14,medium,success,Mozilla/5.0,US,sess_501182
2025-11-08 06:41:28,user_1365,root,45.33.32.156,weak,success,curl/7.68.0,IN,sess_846930
2025-11-20 09:27:28,user_9558,user804@example.com,105.30.57.156,weak,success,Mozilla/5.0,CN,sess_291412
2025-11-11 02:19:28,user_1124,user414@example.com,25.184.2.81,medium,success,Mozilla/5.0,RU,sess_881255
2025-11-21 16:29:28,user_2352,user457@example.com,174.249.246.35,weak,success,Mozilla/5.0,UK,sess_891861
2025-11-08 18:32:28,user_1317,user666@example.com,36.247.33.167,weak,success,Mozilla/5.0,CN,sess_273217
2025-11-07 08:32:28,user_9303,user461@example.com,71.42.105.127,strong,success,Mozilla/5.0,CN,sess_473046
2025-11-08 03:55:28,user_7170,user879@example.com,131.159.83.100,strong,success,Mozilla/5.0,RU,sess_460338
2025-11-18 16:35:28,user_8509,user502@example.com,92.141.254.104,medium,success,Mozilla/5.0,IN,sess_861514
2025-11-23 03:25:28,user_7093,user352@example.com,93.250.186.221,medium,success,Mozilla/5.0,RU,sess_192755
2025-11-20 20:54:28,user_9450,user379@example.com,128.85.157.134,medium,success,Mozilla/5.0,US,sess_510563
2025-11-07 17:30:28,user_7697,user861@example.com,95.223.65.237,strong,success,Mozilla/5.0,UK,sess_125645
2025-12-04 16:30:28,user_1683,user302@example.com,207.241.109.235,medium,success,Mozilla/5.0,CN,sess_300609
2025-11-20 22:47:28,user_1155,user426@example.com,208.187.118.186,strong,success,Mozilla/5.0,US,sess_629830
2025-11-09 08:08:28,user_1075,user599@example.com,142.198.38.146,weak,success,Mozilla/5.0,IN,sess_738580
2025-12-03 10:13:28,user_8140,user949@example.com,177.48.91.43,medium,success,Mozilla/5.0,CN,sess_205838
2025-12-02 15:01:28,user_6465,user109@example.com,40.202.197.74,weak,success,Mozilla/5.0,RU,sess_454842
2025-11-14 15:41:28,user_5002,user909@example.com,169.245.253.50,weak,success,Mozilla/5.0,IN,sess_219826
2025-11-10 07:24:28,user_9812,user179@example.com,136.254.12.146,weak,success,Mozilla/5.0,UK,sess_825017
2025-12-06 17:21:28,user_2000,user782@example.com,38.135.139.88,weak,success,Mozilla/5.0,UK,sess_579727
2025-12-04 00:12:28,user_9448,user424@example.com,179.42.100.40,strong,success,Mozilla/5.0,CN,sess_547800
2025-11-22 13:04:28,user_6941,user986@example.com,58.89.29.125,weak,success,Mozilla/5.0,RU,sess_327516
2025-11-10 02:12:28,user_7662,user937@example.com,74.160.33.136,weak,success,Mozilla/5.0,CN,sess_729903
2025-12-07 00:50:28,user_7791,user365@example.com,24.165.248.249,strong,success,Mozilla/5.0,CN,sess_474849
2025-11-21 15:53:28,user_9602,user888@example.com,214.56.54.52,strong,success,Mozilla/5.0,CN,sess_697281
2025-11-07 23:22:28,user_5020,user327@example.com,80.43.173.196,medium,success,Mozilla/5.0,RU,sess_303355
2025-11-11 23:19:28,user_4013,user199@example.com,89.173.130.86,strong,success,Mozilla/5.0,RU,sess_948506
2025-12-03 08:05:28,user_4546,user693@example.com,174.192.163.60,weak,success,Mozilla/5.0,RU,sess_138795
2025-11-11 14:32:28,user_6188,user579@example.com,217.18.159.73,medium,success,Mozilla/5.0,US,sess_411926
2025-12-06 16:17:28,user_4370,user735@example.com,131.8.112.220,medium,success,Mozilla/5.0,CN,sess_968044
2025-11-10 20:00:28,user_3787,user256@example.com,199.229.178.252,strong,success,Mozilla/5.0,RU,sess_187887
2025-11-20 22:59:28,user_8148,user420@example.com,15.171.255.59,medium,success,Mozilla/5.0,CN,sess_280767
2025-11-26 12:06:28,user_8416,user128@example.com,127.5.198.1,medium,success,Mozilla/5.0,CN,sess_462334
2025-11-17 07:41:28,user_9160,root,23.129.64.1,weak,failed,curl/7.68.0,RU,sess_275001
2025-11-16 11:36:28,user_5131,admin,16.95.251.178,weak,failed,curl/7.68.0,CN,sess_650031
2025-11-15 20:00:28,user_9223,user197@example.com,154.159.213.100,weak,success,Mozilla/5.0,CN,sess_532073
2025-12-05 01:08:28,user_6281,user704@example.com,60.135.48.61,strong,success,Mozilla/5.0,CN,sess_629184
2025-11-29 15:46:28,user_7832,user982@example.com,174.245.59.6,medium,success,Mozilla/5.0,UK,sess_334124
2025-11-20 00:20:28,user_2655,root,45.33.32.156,weak,success,curl/7.68.0,IN,sess_875081
2025-11-12 04:25:28,user_3138,user375@example.com,173.30.29.174,weak,success,Mozilla/5.0,UK,sess_802738
2025-11-29 22:31:28,user_9394,user530@example.com,200.240.97.192,weak,success,Mozilla/5.0,US,sess_345620
2025-11-28 10:33:28,user_4852,admin,226.109.145.173,weak,failed,curl/7.68.0,RU,sess_687598
2025-12-03 11:16:28,user_2638,user207@example.com,177.116.102.26,strong,success,Mozilla/5.0,CN,sess_470031
2025-12-06 23:26:28,user_2434,user722@example.com,174.219.92.140,medium,success,Mozilla/5.0,IN,sess_485179
2025-11-11 02:59:28,user_3693,user387@example.com,248.187.196.117,strong,success,Mozilla/5.0,IN,sess_255349
2025-11-15 03:01:28,user_4628,user861@example.com,8.162.218.54,weak,success,Mozilla/5.0,US,sess_175239
2025-11-12 06:00:28,user_5565,user303@example.com,51.163.82.15,weak,success,Mozilla/5.0,CN,sess_346114
2025-11-19 15:12:28,user_5213,user311@example.com,1.181.233.170,strong,success,Mozilla/5.0,US,sess_162724
2025-11-19 05:55:28,user_9305,user502@example.com,34.205.133.147,strong,success,Mozilla/5.0,UK,sess_928703
2025-11-19 16:11:28,user_7073,test,23.129.64.1,weak,success,curl/7.68.0,CN,sess_322172
2025-11-16 20:54:28,user_5681,user604@example.com,85.48.115.251,strong,success,Mozilla/5.0,UK,sess_138388
2025-11-29 02:59:28,user_9441,user669@example.com,179.168.131.138,medium,success,Mozilla/5.0,US,sess_236742
2025-11-13 23:57:28,user_1592,user520@example.com,42.31.88.125,medium,success,Mozilla/5.0,US,sess_948236
2025-11-08 22:38:28,user_6094,user260@example.com,99.144.12.209,strong,success,Mozilla/5.0,UK,sess_505467
2025-11-12 05:04:28,user_4475,user273@example.com,232.86.171.222,medium,success,Mozilla/5.0,CN,sess_862082
2025-11-22 15:21:28,user_2825,user642@example.com,236.168.243.148,strong,success,Mozilla/5.0,IN,sess_580250
2025-11-23 16:04:28,user_2687,user837@example.com,134.174.47.199,medium,success,Mozilla/5.0,CN,sess_220194
2025-11-25 02:44:28,user_9645,user462@example.com,54.181.203.56,strong,success,Mozilla/5.0,UK,sess_127432
2025-11-22 19:09:28,user_8703,test,60.190.120.166,weak,success,curl/7.68.0,UK,sess_243341
2025-11-27 16:11:28,user_8843,user289@example.com,123.144.148.74,strong,success,Mozilla/5.0,IN,sess_865137
2025-11-30 11:32:28,user_5471,user118@example.com,86.18.104.218,weak,success,Mozilla/5.0,RU,sess_553200
2025-11-09 07:48:28,user_3894,user544@example.com,116.164.75.192,strong,success,Mozilla/5.0,US,sess_402876
2025-11-07 17:36:28,user_4897,user357@example.com,187.205.123.84,medium,success,Mozilla/5.0,IN,sess_777664
2025-11-25 16:16:28,user_8989,user175@example.com,244.98.82.122,medium,success,Mozilla/5.0,CN,sess_467403
2025-11-08 19:37:28,user_7910,root,29.33.248.153,weak,failed,curl/7.68.0,RU,sess_700249
2025-11-24 15:02:28,user_2313,user540@example.com,162.7.28.151,strong,success,Mozilla/5.0,IN,sess_415494
2025-11-09 06:43:28,user_6467,user339@example.com,12.16.111.126,medium,success,Mozilla/5.0,IN,sess_276705
2025-12-01 05:22:28,user_7393,user440@example.com,53.51.195.48,medium,success,Mozilla/5.0,US,sess_612848
2025-12-04 09:08:28,user_8677,user790@example.com,225.53.37.218,weak,success,Mozilla/5.0,US,sess_498498
2025-12-06 04:58:28,user_4058,user767@example.com,30.167.120.251,medium,success,Mozilla/5.0,UK,sess_104867
2025-12-05 10:11:28,user_1214,user731@example.com,133.172.74.197,medium,success,Mozilla/5.0,US,sess_528127
2025-11-26 21:41:28,user_2181,user680@example.com,42.137.199.216,weak,success,Mozilla/5.0,UK,sess_681918
2025-11-30 12:13:28,user_8245,user354@example.com,212.36.24.245,strong,success,Mozilla/5.0,RU,sess_102575
2025-11-13 16:15:28,user_4708,user236@example.com,246.120.214.25,strong,success,Mozilla/5.0,UK,sess_773148
2025-12-06 10:51:28,user_7633,user804@example.com,70.11.65.207,strong,success,Mozilla/5.0,US,sess_126334
2025-11-24 09:09:28,user_1492,user511@example.com,14.31.211.69,weak,success,Mozilla/5.0,CN,sess_283431
2025-11-20 12:19:28,user_5734,user283@example.com,30.150.134.56,strong,success,Mozilla/5.0,IN,sess_630368
2025-12-06 18:14:28,user_9130,user266@example.com,157.205.216.112,medium,success,Mozilla/5.0,RU,sess_676496
2025-12-03 14:27:28,user_1844,user600@example.com,244.176.19.101,medium,success,Mozilla/5.0,UK,sess_200608
2025-11-09 06:57:28,user_2324,user985@example.com,41.182.7.79,strong,success,Mozilla/5.0,UK,sess_736252
2025-11-24 22:41:28,user_9406,user173@example.com,194.26.253.36,medium,success,Mozilla/5.0,UK,sess_616498
2025-11-10 01:47:28,user_1868,user152@example.com,125.1.114.240,strong,success,Mozilla/5.0,UK,sess_445645
2025-12-04 21:29:28,user_7628,test,2.232.80.7,weak,failed,curl/7.68.0,US,sess_286316
2025-11-08 03:15:28,user_1689,user659@example.com,18.237.128.120,weak,success,Mozilla/5.0,UK,sess_187215
2025-11-24 11:43:28,user_1811,user216@example.com,100.79.239.230,weak,success,Mozilla/5.0,US,sess_669299
2025-12-06 15:11:28,user_8669,user636@example.com,157.70.158.187,weak,success,Mozilla/5.0,RU,sess_200177
2025-11-26 09:38:28,user_3655,user,185.220.101.1,weak,failed,curl/7.68.0,IN,sess_522646
2025-11-25 14:14:28,user_6436,user,70.27.236.233,weak,success,curl/7.68.0,US,sess_898295
2025-11-08 21:20:28,user_4723,user972@example.com,202.127.179.33,weak,success,Mozilla/5.0,IN,sess_236541
2025-11-10 04:44:28,user_7980,user214@example.com,91.169.226.184,weak,success,Mozilla/5.0,CN,sess_903755
2025-11-16 11:34:28,user_6889,user754@example.com,226.34.230.73,medium,success,Mozilla/5.0,US,sess_639744
2025-11-25 09:44:28,user_6843,user622@example.com,193.17.166.187,strong,success,Mozilla/5.0,CN,sess_557388
2025-11-08 00:56:28,user_2987,user882@example.com,189.58.185.4,medium,success,Mozilla/5.0,IN,sess_642172
2025-11-12 21:38:28,user_3527,user573@example.com,229.7.131.239,weak,success,Mozilla/5.0,CN,sess_255584
2025-11-17 03:21:28,user_4518,user547@example.com,244.155.72.15,medium,success,Mozilla/5.0,US,sess_809477
2025-12-04 01:58:28,user_1507,user454@example.com,45.132.219.147,strong,success,Mozilla/5.0,CN,sess_136972
2025-11-12 11:46:28,user_5386,user749@example.com,29.133.205.40,medium,success,Mozilla/5.0,CN,sess_351798
2025-12-01 03:08:28,user_5367,user179@example.com,232.255.234.50,weak,success,Mozilla/5.0,IN,sess_772835
2025-12-04 18:12:28,user_8790,user297@example.com,59.226.68.132,strong,success,Mozilla/5.0,CN,sess_653446
2025-11-27 20:06:28,user_9167,user289@example.com,49.192.78.137,strong,success,Mozilla/5.0,UK,sess_130223
2025-11-13 05:22:28,user_6892,test,204.108.170.134,weak,failed,curl/7.68.0,CN,sess_354829
2025-12-05 23:16:28,user_3904,user624@example.com,204.147.71.183,strong,success,Mozilla/5.0,UK,sess_252705
2025-11-17 00:35:28,user_1058,user687@example.com,6.6.102.136,medium,success,Mozilla/5.0,CN,sess_943517
2025-11-28 22:16:28,user_6351,user964@example.com,117.241.113.195,strong,success,Mozilla/5.0,CN,sess_275946
2025-11-13 03:13:28,user_6099,test,185.220.101.1,weak,success,curl/7.68.0,RU,sess_323326
2025-11-12 02:02:28,user_9770,test,45.33.32.156,weak,success,curl/7.68.0,RU,sess_694316
2025-11-28 23:23:28,user_8590,user125@example.com,106.101.202.26,strong,success,Mozilla/5.0,US,sess_786283
2025-11-08 20:30:28,user_9038,user379@example.com,112.246.98.41,weak,success,Mozilla/5.0,US,sess_572657
2025-12-03 18:13:28,user_5167,user943@example.com,147.67.109.162,weak,success,Mozilla/5.0,RU,sess_598291
2025-11-17 08:22:28,user_5143,test,60.36.221.195,weak,failed,curl/7.68.0,IN,sess_801889
2025-11-09 08:09:28,user_7048,user981@example.com,221.82.115.219,medium,success,Mozilla/5.0,RU,sess_634849
2025-11-10 07:36:28,user_2003,user658@example.com,203.35.4.129,weak,success,Mozilla/5.0,UK,sess_138830
2025-12-01 14:25:28,user_6538,user329@example.com,144.158.237.115,weak,success,Mozilla/5.0,UK,sess_557744
2025-11-07 22:16:28,user_2491,user370@example.com,140.130.83.42,weak,success,Mozilla/5.0,US,sess_315981
2025-12-03 07:46:28,user_6589,user740@example.com,115.95.163.206,weak,success,Mozilla/5.0,IN,sess_708505
2025-12-01 08:14:28,user_7222,user731@example.com,38.212.14.249,strong,success,Mozilla/5.0,RU,sess_551771
2025-11-08 13:10:28,user_4295,user922@example.com,41.89.132.211,strong,success,Mozilla/5.0,IN,sess_650231
2025-11-11 06:21:28,user_4332,user428@example.com,244.196.141.193,medium,success,Mozilla/5.0,US,sess_621060
2025-12-03 21:41:28,user_9681,user901@example.com,131.218.80.85,weak,success,Mozilla/5.0,CN,sess_448082
2025-12-03 10:14:28,user_5906,user339@example.com,2.47.171.103,weak,success,Mozilla/5.0,IN,sess_731028
2025-11-18 23:02:28,user_2143,user412@example.com,251.241.178.94,weak,success,Mozilla/5.0,US,sess_244333
2025-11-14 01:56:28,user_6383,user489@example.com,20.90.188.114,medium,success,Mozilla/5.0,CN,sess_629510
2025-11-13 22:43:28,user_3051,user,45.33.32.156,weak,failed,curl/7.68.0,IN,sess_283665
2025-12-04 03:37:28,user_8351,user871@example.com,242.83.13.206,weak,success,Mozilla/5.0,IN,sess_952459
2025-11-23 09:06:28,user_4866,user371@example.com,1.211.74.136,strong,success,Mozilla/5.0,IN,sess_732143
2025-12-01 20:50:28,user_9082,user384@example.com,255.169.241.20,strong,success,Mozilla/5.0,RU,sess_328701
2025-11-21 13:08:28,user_6650,user382@example.com,34.209.79.94,weak,success,Mozilla/5.0,CN,sess_435687
2025-11-24 06:03:28,user_5249,user741@example.com,129.254.234.216,strong,success,Mozilla/5.0,IN,sess_855916
2025-11-28 07:15:28,user_3395,user104@example.com,8.122.219.131,weak,success,Mozilla/5.0,IN,sess_755025
2025-11-25 14:42:28,user_4278,user629@example.com,228.107.140.39,medium,success,Mozilla/5.0,US,sess_907207
2025-11-17 21:14:28,user_1697,user213@example.com,105.225.249.203,weak,success,Mozilla/5.0,IN,sess_981939
2025-11-09 10:02:28,user_2836,user543@example.com,18.220.185.85,weak,success,Mozilla/5.0,UK,sess_359273
2025-12-06 16:51:28,user_2702,user432@example.com,222.115.41.11,strong,success,Mozilla/5.0,UK,sess_459761
2025-11-26 17:14:28,user_1906,user598@example.com,107.193.204.239,strong,success,Mozilla/5.0,UK,sess_922307
2025-11-26 20:45:28,user_7676,user186@example.com,182.137.14.42,medium,success,Mozilla/5.0,RU,sess_486748
2025-11-19 08:27:28,user_4062,user288@example.com,87.46.233.39,strong,success,Mozilla/5.0,RU,sess_495177
2025-11-13 18:16:28,user_1559,user,45.33.32.156,weak,failed,curl/7.68.0,UK,sess_259906
2025-11-20 18:53:28,user_2416,user361@example.com,192.105.21.102,weak,success,Mozilla/5.0,UK,sess_520993
2025-11-14 12:49:28,user_1600,user224@example.com,146.157.116.163,weak,success,Mozilla/5.0,UK,sess_487015
2025-11-23 15:47:28,user_7762,test,23.129.64.1,weak,failed,curl/7.68.0,UK,sess_710344
2025-11-10 23:05:28,user_3925,user820@example.com,105.108.233.57,strong,success,Mozilla/5.0,RU,sess_217636
2025-11-18 23:49:28,user_7561,user371@example.com,202.66.162.25,medium,success,Mozilla/5.0,CN,sess_997099
2025-12-05 16:40:28,user_6281,user314@example.com,8.224.48.161,strong,success,Mozilla/5.0,CN,sess_580678
2025-11-21 18:04:28,user_3870,user697@example.com,76.134.191.225,strong,success,Mozilla/5.0,UK,sess_502094
2025-11-30 05:44:28,user_1287,user741@example.com,130.117.227.186,weak,success,Mozilla/5.0,CN,sess_996887
2025-12-05 09:42:28,user_1898,user809@example.com,155.242.230.86,medium,success,Mozilla/5.0,IN,sess_523559
2025-11-21 22:43:28,user_6942,user914@example.com,175.225.62.253,medium,success,Mozilla/5.0,IN,sess_908441
2025-11-18 03:03:28,user_3889,test,23.129.64.1,weak,failed,curl/7.68.0,CN,sess_316627
2025-11-14 07:20:28,user_7045,user674@example.com,100.97.102.98,medium,success,Mozilla/5.0,UK,sess_544426
2025-11-28 21:09:28,user_7723,root,45.33.32.156,weak,failed,curl/7.68.0,US,sess_468655
2025-11-16 04:11:28,user_3254,user620@example.com,30.220.3.113,medium,success,Mozilla/5.0,IN,sess_874119
2025-11-21 00:16:28,user_8456,user499@example.com,187.244.114.12,weak,success,Mozilla/5.0,CN,sess_813609
2025-12-04 02:14:28,user_3384,user,45.33.32.156,weak,failed,curl/7.68.0,RU,sess_688607
2025-11-24 23:49:28,user_8774,user183@example.com,244.93.196.49,strong,success,Mozilla/5.0,IN,sess_904975
2025-11-08 16:33:28,user_6249,user745@example.com,39.153.91.186,strong,success,Mozilla/5.0,RU,sess_374967
2025-11-21 03:34:28,user_1574,user456@example.com,123.145.144.134,weak,success,Mozilla/5.0,RU,sess_562305
2025-11-15 05:04:28,user_9747,user,45.64.133.63,weak,failed,curl/7.68.0,US,sess_253940
2025-11-21 14:35:28,user_1452,admin,185.220.101.1,weak,failed,curl/7.68.0,US,sess_247049
2025-11-14 18:23:28,user_5599,user335@example.com,131.162.204.221,medium,success,Mozilla/5.0,RU,sess_375524
2025-11-17 21:32:28,user_3647,user600@example.com,54.213.61.172,medium,success,Mozilla/5.0,CN,sess_315043
2025-11-26 18:25:28,user_7782,user462@example.com,217.21.103.75,medium,success,Mozilla/5.0,UK,sess_247222
2025-11-11 01:21:28,user_1339,user241@example.com,86.175.240.147,weak,success,Mozilla/5.0,US,sess_184296
2025-11-28 15:33:28,user_5562,user488@example.com,89.165.212.71,medium,success,Mozilla/5.0,RU,sess_883410
2025-11-17 12:55:28,user_2047,user197@example.com,145.209.254.175,strong,success,Mozilla/5.0,IN,sess_431334
2025-11-08 05:20:28,user_3850,user481@example.com,74.72.254.162,strong,success,Mozilla/5.0,UK,sess_987489
2025-11-27 21:49:28,user_6067,user987@example.com,247.42.126.14,medium,success,Mozilla/5.0,RU,sess_486882
2025-12-01 16:47:28,user_6415,user935@example.com,153.103.116.179,medium,success,Mozilla/5.0,IN,sess_272747
2025-11-19 11:59:28,user_5721,user965@example.com,149.125.21.186,medium,success,Mozilla/5.0,UK,sess_711079
2025-11-12 08:53:28,user_6614,admin,192.5.74.44,weak,failed,curl/7.68.0,RU,sess_964406
2025-11-30 10:30:28,user_6417,admin,236.176.127.138,weak,failed,curl/7.68.0,CN,sess_577118
2025-11-15 00:16:28,user_9666,user185@example.com,167.154.137.33,medium,success,Mozilla/5.0,CN,sess_436049
2025-11-21 10:35:28,user_2463,user272@example.com,104.46.64.221,strong,success,Mozilla/5.0,CN,sess_205339
2025-11-10 10:14:28,user_8236,user230@example.com,168.188.5.15,strong,success,Mozilla/5.0,UK,sess_479313
2025-11-15 16:39:28,user_6459,user916@example.com,22.144.158.82,medium,success,Mozilla/5.0,IN,sess_585455
2025-11-11 03:42:28,user_9257,user884@example.com,118.23.12.242,strong,success,Mozilla/5.0,CN,sess_927184
2025-11-15 08:09:28,user_4994,user560@example.com,206.195.142.187,medium,success,Mozilla/5.0,US,sess_226459
2025-11-24 16:40:28,user_2735,user458@example.com,188.41.103.38,weak,success,Mozilla/5.0,UK,sess_193433
2025-11-26 21:53:28,user_8444,user472@example.com,161.165.146.7,strong,success,Mozilla/5.0,RU,sess_338215
